Subject Id,Subject Title,Total Units,Not Offered Year,Is Offered Fall Term,Is Offered Iap,Is Offered Spring Term,Is Offered Summer Term
21H.322,Christianity in America,12,2017-2018,Y,,,
21H.331,Julius Caesar and the Fall of the Roman Republic,12,,Y,,,
21H.333,Early Christianity,12,,Y,,,
21H.336,The Making of a Roman Emperor,12,2017-2018,,,Y,
21H.343,Making Books in the Renaissance and Today,12,,Y,,,
21H.350,Business in China Since 1800,12,2018-2019,,,Y,
21H.351,Shanghai and China's Modernization,12,2017-2018,Y,,,
21H.354,World War II in Asia,12,,,,Y,
21H.357,South Asian Migrations,12,,,,Y,
21H.358,Colonialism in South Asia and Africa,12,,Y,,,
21H.365,Minorities and Majorities in the Middle East,12,,,,Y,
21H.380,People and Other Animals,12,2017-2018,Y,,,
21H.381,Women and War,12,,Y,,,
21H.382,Capitalism in the Age of Revolution,12,2017-2018,Y,,,
21H.383,Technology and the Global Economy, 1000-2000,12,,,,Y,
21H.385,The Ghetto:  From Venice to Harlem,12,,,,Y,
21H.390,Theories and Methods in the Study of History,12,,Y,,,
21H.391,Undergraduate Independent Study,,,Y,Y,,
21H.392,Undergraduate Independent Study,,,,,Y,
21H.S01,Special Subject: History,12,,Y,,Y,
21H.S02,Special Subject: History,12,,Y,,Y,
21H.S03,Special Subject: History,,,Y,Y,Y,
21H.THT,History Pre-Thesis Tutorial,,,Y,,Y,
21H.THU,History Thesis,,,Y,,Y,
21H.UR,Undergraduate Research,,,Y,Y,Y,Y
21H.URG,Undergraduate Research,,,Y,Y,Y,Y
21H.902,Reading Seminar in American History: 1877 to Present,12,2017-2018,,,Y,
21H.958,Colonialism in South Asia and Africa,12,,Y,,,
21H.980,People and Other Animals,12,2017-2018,Y,,,
21H.981,Seminar in Nature, Environment, and Empire,12,2017-2018,Y,,,
21H.982,Technology and the Global Economy, 1000-2000,12,,,,Y,
21H.983,Gender,12,2017-2018,,,Y,
21H.991,Theories and Methods in the Study of History,12,,Y,,,
21H.992,Graduate Independent Study,,,Y,,Y,
21H.993,Graduate Independent Study,,,Y,,Y,
21H.999,Teaching History,,,Y,,Y,
21L.000,Writing About Literature,12,2017-2018,Y,,,
21L.001,Foundations of Western Literature: Homer to Dante,12,,,,Y,
21L.002,Foundations of Western Literature: From Shakespeare to the Present,12,2017-2018,,,Y,
21L.003,Reading Fiction,12,,Y,,,
21L.004,Reading Poetry,12,,Y,,Y,
21L.005,Introduction to Drama,12,,Y,,Y,
21L.006,American Literature,12,,Y,,,
21L.007,World Literatures,12,,,,Y,
21L.008,Black Matters:  Introduction to Black Studies,12,,,,Y,
21L.009,Shakespeare,12,,Y,,Y,
21L.010,Writing with Shakespeare,12,,Y,,,
21L.011,The Film Experience,12,,Y,,Y,
21L.012,Forms of Western Narrative,12,2017-2018,Y,,,
21L.013,The Supernatural in Music, Literature and Culture,12,,Y,,,
21L.014,Empire: Introduction to Ancient and Medieval Studies,12,,,,Y,
21L.015,Children's Literature,12,,Y,,,
21L.017,The Art of the Probable,12,2017-2018,,,Y,
21L.018,Introduction to English Literature,12,2017-2018,Y,,,
21L.019,Introduction to European and Latin American Fiction,12,2017-2018,,,Y,
21L.020,Globalization:  The Good, the Bad and the In-Between,12,,Y,,,
21L.021,Comedy,12,,Y,,,
21L.022,Darwin and Design,12,2017-2018,Y,,,
21L.023,Folk Music of the British Isles and North America,12,,Y,,,
21L.024,Literature and Existentialism,12,,Y,,,
21L.310,Bestsellers,6,,,,Y,
21L.315,Prizewinners,6,2017-2018,,,Y,
21L.320,Big Books,6,,Y,,,
21L.325,Small Wonders,6,,,,Y,
21L.338,Reading in the Original,6,,,,Y,
21L.340,Pleasures of Poetry,6,,,Y,,
21L.345,On the Screen,6,2017-2018,Y,,,
21L.350,Science and Literature,6,,Y,,,
21L.355,Literature in the Digital Age,6,2017-2018,,,Y,
21L.430,Popular Culture and Narrative,12,,,,Y,
21L.431,Shakespeare on Film and Media,12,2017-2018,,,Y,
21L.432,Understanding Television,12,2017-2018,,,Y,
21L.433,Film Styles and Genres,12,,Y,,,
21L.434,Science Fiction and Fantasy,12,,Y,,,
21L.435,Literature and Film,12,,,,Y,
21L.449,The Wilds of Literature,12,,,,Y,
21L.451,Literary Theory,12,,Y,,,
21L.455,Ancient Authors,12,2017-2018,Y,,,
21L.458,The Bible,12,2017-2018,Y,,,
21L.460,Arthurian Literature,12,2017-2018,,,Y,
21L.471,Major Novels,12,2017-2018,Y,,,
21L.473,Jane Austen,12,,Y,,,
21L.475,Enlightenment and Modernity,12,2017-2018,,,Y,
21L.480,Identities and Intersections: Queer Literatures,12,,Y,,,
21L.485,Modern Fiction,12,2017-2018,,,Y,
21L.486,Modern Drama,12,2017-2018,,,Y,
21L.487,Modern Poetry,12,2017-2018,,,Y,
21L.488,Contemporary Literature,12,,,,Y,
21L.489,Interactive Narrative,12,,Y,,,
21L.490,Introduction to the Classics of Russian Literature,12,,,,Y,
21L.501,The American Novel,12,2017-2018,,,Y,
21L.504,Race and Identity in American Literature,12,,,,Y,
21L.512,American Authors,12,2017-2018,Y,,,
21L.522,International Women's Voices,12,2017-2018,,,Y,
21L.580,Translations,12,2018-2019,,,Y,
21L.590,Cultural Encounters: Global Literature Abroad,9,,,Y,,
21L.601,Old English and Beowulf,12,,,,Y,
21L.607,Greek I,6,,Y,,,
21L.608,Greek II,6,,Y,,,
21L.611,Latin I,6,,Y,,,
21L.612,Latin II,6,,Y,,,
21L.613,Latin Readings,6,,,,Y,
21L.614,Advanced Latin Readings,6,,,,Y,
21L.636,Introduction to Contemporary Hispanic Literature and Film,12,2017-2018,Y,,,
21L.637,Introduction to Hispanic Culture,12,2017-2018,,,Y,
21L.638,Literature and Social Conflict: Perspectives on the Hispanic World,12,2018-2019,Y,,,
21L.639,Globalization and its Discontents: Spanish-speaking Nations,12,2018-2019,,,Y,
21L.640,The New Spain: 1977-Present,12,2017-2018,Y,,,
21L.701,Literary Methods,12,,Y,,,
21L.702,Studies in Fiction,12,,Y,,Y,
21L.703,Studies in Drama,12,,Y,,,
21L.704,Studies in Poetry,12,,Y,,Y,
21L.705,Major Authors,12,,,,Y,
21L.706,Studies in Film,12,,Y,,Y,
21L.707,Problems in Cultural Interpretation,12,2017-2018,,,Y,
21L.709,Studies in Literary History,12,2017-2018,,,Y,
21L.715,Media in Cultural Context,12,,Y,,,
21L.900,Independent Study,,,Y,Y,Y,
21L.901,Independent Study,,,,,Y,
21L.S88,Special Subject in Literature,,2017-2018,,,Y,
21L.S89,Special Subject in Literature,,2017-2018,Y,Y,Y,
21L.S90,Special Subject in Literature,,2017-2018,,,Y,
21L.S91,Special Subject in Literature,,2017-2018,Y,Y,Y,
21L.S92,Special Subject in Literature,,2017-2018,Y,Y,Y,
21L.S93,Special Subject in Literature,,2017-2018,,Y,,
21L.S94,Special Subject in Literature,,2017-2018,Y,Y,Y,
21L.S95,Special Subject in Literature,,2017-2018,Y,Y,Y,
21L.S96,Special Subject in Film and Media,,,Y,,Y,
21L.S97,Special Subject in Film and Media,,,Y,,Y,
21L.THT,Literature Pre-Thesis Tutorial,6,,Y,,,
21L.THU,Literature Thesis,,2017-2018,,,Y,
21L.UR,Undergraduate Research,,,Y,Y,Y,Y
21L.URG,|,,,Y,Y,Y,Y
21M.011,Introduction to Western Music,12,,Y,,Y,
21M.013,The Supernatural in Music, Literature and Culture,12,,Y,,,
21M.030,Introduction to World Music,12,,Y,,Y,
21M.051,Fundamentals of Music,12,,Y,,Y,
21M.065,Introduction to Musical Composition,12,,Y,,Y,
21M.215,Music of the Americas,12,2017-2018,,,Y,
21M.220,Medieval and Renaissance Music,12,,,,Y,
21M.223,Folk Music of the British Isles and North America,12,,Y,,,
21M.226,Jazz,12,,Y,,,
21M.235,Monteverdi to Mozart: 1600-1800,12,,,,Y,
21M.250,Beethoven to Mahler: 1800-1910,12,,Y,,,
21M.260,Stravinsky to the Present,12,,Y,,,
21M.269,Studies in Western Music History,12,,,,Y,
21M.271,Symphony and Concerto,12,2017-2018,,,Y,
21M.273,Opera,12,,Y,,,
21M.283,The Musical,12,,,,Y,
21M.284,Film Music,12,,Y,,,
21M.289,Studies in Western Classical Genres,12,,,,Y,
21M.291,Music of India,12,,,,Y,
21M.292,Music of Indonesia,12,,Y,,,
21M.293,Music of Africa,12,,Y,,,
21M.294,Popular Musics of the World,12,,,,Y,
21M.295,American Popular Music,12,,,,Y,
21M.299,Studies in World, Traditional, and Popular Music,12,,Y,,,
21M.301,Harmony and Counterpoint I,12,,Y,,Y,
21M.302,Harmony and Counterpoint II,12,,Y,,Y,
21M.303,Writing in Tonal Forms I,12,,Y,,Y,
21M.304,Writing in Tonal Forms II,12,,,,Y,
21M.310,Techniques of 20th-Century Composition,12,,Y,,,
21M.340,Jazz Harmony and Arranging,12,,,,Y,
21M.341,Jazz Composition,12,,Y,,,
21M.342,Composing for Jazz Orchestra,12,2017-2018,Y,,,
21M.351,Music Composition,12,,,,Y,
21M.355,Musical Improvisation,12,,,,Y,
21M.359,Studies in Musical Composition, Theory and Analysis,12,,Y,,,
21M.361,Electronic Music Composition I,12,,Y,,Y,
21M.362,Electronic Music Composition II,12,,,,Y,
21M.380,Music and Technology,12,,Y,,Y,
21M.385,Interactive Music Systems,12,,Y,,Y,
21M.387,Fundamentals of Music Processing,12,,Y,,,
21M.401,MIT Concert Choir,6,,Y,,Y,
21M.405,MIT Chamber Chorus,6,,Y,,Y,
21M.410,Vocal Repertoire and Performance,6,,,,Y,
21M.421,MIT Symphony,6,,Y,,Y,
21M.423,Conducting and Score-Reading,6,,Y,,,
21M.426,MIT Wind Ensemble,6,,Y,,Y,
21M.442,MIT Festival Jazz Ensemble,6,,Y,,Y,
21M.445,Chamber Music Society,6,,Y,,Y,
21M.450,MIT Balinese Gamelan,6,,Y,,Y,
21M.451,Studio Accompanying for Pianists,,,Y,,Y,
21M.460,MIT Senegalese Drum Ensemble,6,,Y,,Y,
21M.480,Advanced Music Performance,6,,Y,,Y,
21M.490,Emerson Scholar Solo Recital,6,,,,Y,
21M.500,Advanced Seminar in Music,12,,Y,,,
21M.505,Music Composition,12,,,,Y,
21M.512,Advanced Music Performance,6,,Y,,Y,
21M.515,Vocal Repertoire and Performance,6,,,,Y,
21M.525,Emerson Scholars Solo Recital,6,,,,Y,
21M.531,,,,Y,Y,Y,
21M.533,,,,Y,Y,Y,
21M.S53,Special Subject in Music,,,Y,Y,,
21M.S54,Special Subject in Music,,,Y,Y,,
21M.580,Musical Aesthetics and Media Technology,9,,Y,,,
21M.581,Projects in Media and Music,12,,,,Y,
21M.585,Interactive Music Systems,12,,Y,,Y,
21M.587,Fundamentals of Music Processing,12,,Y,,,
21M.600,Introduction to Acting,9,,Y,,Y,
21M.601,Drawing for Designers,9,,Y,,Y,
21M.603,Introduction to Design for the Theater,9,,Y,,,
21M.604,Playwriting I,12,,Y,,,
21M.605,Voice and Speech for the Actor,9,,Y,,Y,
21M.606,Introduction to Stagecraft,9,,Y,,Y,
21M.611,Foundations of Theater Practice,12,,Y,,,
21M.624,Acting with the Camera,12,,,,Y,
21M.645,Motion Theater,12,,Y,,Y,
21M.690,Sport as Performance,12,,,,Y,
21M.700,China on Stage,12,,,,Y,
21M.701,China on Stage,12,,,,Y,
21M.704,Music Theater Workshop,9,,Y,,,
21M.705,The Actor and the Text,12,,,,Y,
21M.706,Asian American Theater,12,2017-2018,,,Y,
21M.710,Script Analysis,12,,Y,,Y,
21M.711,Production Seminar,12,2017-2018,,,Y,
21M.715,Topics in Theater Arts,12,,Y,,Y,
21M.732,Costume Design,12,,,,Y,
21M.733,Set Design,12,,,,Y,
21M.734,Lighting Design,12,,Y,,,
21M.735,Technical Design for Performance,12,2017-2018,Y,,,
21M.785,Playwrights' Workshop,12,,,,Y,
21M.789,Playwrights' Workshop,12,,,,Y,
21M.790,Director's Craft,12,,,,Y,
21M.791,Director's Craft,9,,,,Y,
21M.800,All the World's a Stage: Socio-Political Perspectives in Global Performance,12,2017-2018,,,Y,
21M.801,All the Worlds a Stage: Socio-Political Perspectives in Global Performance,12,2017-2018,,,Y,
21M.803,Performance and Design Workshop,3,,Y,Y,Y,Y
21M.806,Applied Performance and Design Production,6,,Y,Y,Y,Y
21M.809,Performance and Design Intensive,9,,Y,Y,Y,Y
21M.830,Acting: Techniques and Style,12,,Y,,,
21M.835,Acting: Techniques and Style,12,,Y,,,
21M.840,Performance Media,12,2017-2018,Y,,,
21M.841,Performance Media,12,2017-2018,Y,,,
21M.842,Live Cinema Performance,12,,,,Y,
21M.843,Live Cinema Performance,12,,,,Y,
21M.846,Topics in Performance Studies,12,,,,Y,
21M.847,Topics in Performance Studies,12,,,,Y,
21M.848,Performance Studies: Advanced Theories of Sport,12,2017-2018,,,Y,
21M.851,Independent Study in Performance and Design,,,Y,Y,Y,
21M.862,Topics in Performance Practice,12,,Y,,Y,
21M.863,Advanced Topics in Theater Arts,12,,,,Y,
21M.864,Research in Theater,,,Y,Y,Y,Y
21M.865,Research in Theater,,,Y,Y,Y,Y
21M.THT,Pre-Thesis Tutorial,6,,Y,Y,Y,
21M.THU,Undergraduate Thesis,,,Y,Y,Y,Y
21M.UR,Undergraduate Research in Music and Theater Arts,,,Y,Y,Y,Y
21M.URG,Undergraduate Research in Music,,,Y,Y,Y,Y
WGS.101,Introduction to Women's and Gender Studies,12,,Y,,Y,
WGS.109,Women and Global Activism in Media and Politics,12,,,,Y,
WGS.110,Sexual and Gender Identities,12,,Y,,,
WGS.111,Gender and Media Studies,12,,Y,,,
WGS.115,Gender and Technology,12,,Y,,,
WGS.125,Games and Culture,12,,Y,,,
WGS.140,Race and Identity in American Literature,12,,,,Y,
WGS.141,International Women's Voices,12,2017-2018,,,Y,
WGS.142,Narrative and Identity: Writing and Film by Contemporary Women of Color,12,2018-2019,,,Y,
WGS.145,Globalization:  The Good, the Bad and the In-Between,12,,Y,,,
WGS.150,Gender, Power, Leadership, and the Workplace,12,,,,Y,
WGS.151,Gender, Health, and Society,12,,Y,,,
WGS.154,Gender and Japanese Popular Culture,12,2018-2019,,,Y,
WGS.155,Global Sexualities,12,,Y,,,
WGS.161,Gender and the Law in US History,12,2017-2018,Y,,,
WGS.172,For Love and Money: Rethinking the Family,12,,Y,,,
WGS.181,Queer Cinema,12,,Y,,,
WGS.190,Black Matters:  Introduction to Black Studies,12,,,,Y,
WGS.220,Women and Gender in the Middle East and North Africa,12,,,,Y,
WGS.221,Women in the Developing World,12,2017-2018,Y,,,
WGS.222,Women and War,12,,Y,,,
WGS.224,Race, Gender and Social Inequality: Reproductive Health Care in the United States,12,,Y,,,
WGS.225,The Science of Race, Sex, and Gender,12,2017-2018,,,Y,
WGS.226,Science, Gender and Social Inequality in the Developing World,12,,Y,,,
WGS.228,Psychology of Sex and Gender,12,,Y,,,
WGS.229,Race, Culture, and Gender in the US and Beyond: A Psychological Perspective,12,,,,Y,
WGS.231,Writing about Race,12,,Y,,,
WGS.233,New Culture of Gender: Queer France,12,2017-2018,,,Y,
WGS.234,The Invention of French Theory: A History of Transatlantic Intellectual Life since 1945,12,2017-2018,,,Y,
WGS.235,Classics of Chinese Literature in Translation,12,,,,Y,
WGS.236,Introduction to East Asian Cultures: From Zen to K-Pop,12,2018-2019,Y,,,
WGS.240,Jane Austen,12,,Y,,,
WGS.242,The Latina Experience in Literature, Film and Popular Culture,12,,Y,,,
WGS.245,Identities and Intersections: Queer Literatures,12,,Y,,,
WGS.270,Violence, Human Rights, and Justice,12,2017-2018,,,Y,
WGS.271,Dilemmas in Biomedical Ethics: Playing God or Doing Good?,12,2017-2018,Y,,,
WGS.274,Images of Asian Women: Dragon Ladies and Lotus Blossoms,12,2017-2018,,,Y,
WGS.275,Gender in Science, Technology, and Environment,12,2017-2018,,,Y,
WGS.276,Cultures of Computing,12,2017-2018,,,Y,
WGS.301,Feminist Thought,12,,Y,,,
WGS.321,French Feminist Literature: Yesterday and Today,12,2018-2019,Y,,,
WGS.400,WGS Undergraduate Independent Study,,,Y,,Y,
WGS.UR,Undergraduate Research in Women's and Gender Studies,,,Y,Y,Y,Y
WGS.URG,Undergraduate Research in Women's and Gender Studies,,,Y,Y,Y,Y
WGS.S10,Special Subject in Women's and Gender Studies,12,,Y,,Y,
WGS.600,Workshop for Dissertation Writers in Women's and Gender Studies,12,,Y,,Y,
WGS.605,WGS Graduate Independent Study,,,Y,,Y,
WGS.610,Seminar in Feminist Issues,12,,Y,,,
WGS.615,Feminist Inquiry: Strategies for Effective Scholarship,12,,,,Y,
WGS.640,Studies in Women's Life Narratives,12,,Y,,,
WGS.645,Issues of Representation: Feminist Theory,12,,Y,,Y,
WGS.680,The Economic History of Work and the Family,12,,Y,,,
WGS.700,Interdisciplinary Area Studies in Feminist Theories,12,,,,Y,
22.00,Introduction to Modeling and Simulation,12,,,,Y,
22.01,Introduction to Nuclear Engineering and Ionizing Radiation,12,,Y,,,
22.011,Seminar in Nuclear Science and Engineering,6,2017-2018,Y,,,
22.012,Seminar in Fusion and Plasma Physics,6,2017-2018,,,Y,
22.014,Ethics for Engineers,6,,Y,,Y,
22.02,Introduction to Applied Nuclear Physics,12,,,,Y,
22.033,Nuclear Systems Design Project,15,,Y,,,
22.04,Social Problems of Nuclear Energy,12,,,,Y,
22.05,Neutron Science and Reactor Physics,12,,Y,,,
22.054,Materials Performance in Extreme Environments,12,2018-2019,,,Y,
22.055,Radiation Biophysics,12,2017-2018,,,Y,
22.06,Engineering of Nuclear Systems,12,,,,Y,
22.071,Electronics, Signals, and Measurement,12,,,,Y,
22.081,Introduction to Sustainable Energy,12,,Y,,,
22.09,Principles of Nuclear Radiation Measurement and Protection,12,,Y,,,
22.091,Independent Project in Nuclear Science and Engineering,,,Y,Y,Y,Y
22.093,Independent Project in Nuclear Science and Engineering,,,Y,Y,Y,Y
22.S092,Special Subject in Nuclear Science and Engineering,,,Y,Y,Y,Y
22.S093,Special Subject in Nuclear Science and Engineering,,,Y,Y,Y,Y
22.S094,Special Subject in Nuclear Science and Engineering,,,Y,Y,Y,Y
22.EPE,UPOP Engineering Practice Experience,0,,Y,,Y,
22.EPW,UPOP Engineering Practice Workshop,1,,Y,Y,,
22.THT,Undergraduate Thesis Tutorial,1,,Y,,,
22.THU,Undergraduate Thesis,,,Y,Y,Y,Y
22.UR,Undergraduate Research Opportunities Program,,,Y,Y,Y,Y
22.URG,Undergraduate Research Opportunities Program,,,Y,Y,Y,Y
22.11,Applied Nuclear Physics,6,,Y,,,
22.12,Radiation Interactions, Control, and Measurement,6,,Y,,,
22.13,Nuclear Energy Systems,6,,,,Y,
22.14,Materials in Nuclear Engineering,6,,,,Y,
22.15,Essential Numerical Methods,6,,Y,,,
22.16,Nuclear Technology and Society,6,,,,Y,
22.211,Nuclear Reactor Physics I,12,,,,Y,
22.212,Nuclear Reactor Analysis II,12,,Y,,,
22.213,Nuclear Reactor Physics III,12,2018-2019,,,Y,
22.251,Systems Analysis of the Nuclear Fuel Cycle,12,2017-2018,Y,,,
22.312,Engineering of Nuclear Reactors,12,,Y,,,
22.313,Thermal Hydraulics in Power Technology,12,2018-2019,Y,,,
22.315,Applied Computational Fluid Dynamics and Heat Transfer,12,,,,Y,
22.33,Nuclear Engineering Design,18,,Y,,,
22.38,Probability and Its Applications To Reliability, Quality Control, and Risk Assessment,12,2017-2018,,,Y,
22.39,Integration of Reactor Design, Operations, and Safety,12,,Y,,,
22.40,Fundamentals of Advanced Energy Conversion,12,2017-2018,,,Y,
22.51,Quantum Theory of Radiation Interactions,12,2017-2018,Y,,,
22.55,Radiation Biophysics,12,2017-2018,,,Y,
22.561,Magnetic Resonance Analytic, Biochemical, and Imaging Techniques,15,2018-2019,,,Y,
22.611,Introduction to Plasma Physics I,12,,Y,,,
22.612,Introduction to Plasma Physics II,12,2017-2018,,,Y,
22.615,MHD Theory of Fusion Systems,12,2017-2018,,,Y,
22.616,Plasma Transport Theory,12,2017-2018,Y,,,
22.617,Plasma Turbulence and Transport,12,2017-2018,,,Y,
22.62,Fusion Energy,12,,,,Y,
22.63,Engineering Principles for Fusion Reactors,12,2017-2018,Y,,,
22.67,Principles of Plasma Diagnostics,12,2018-2019,Y,,,
22.71,Modern Physical Metallurgy,12,,Y,,,
22.72,Corrosion: The Environmental Degradation of Materials,12,2017-2018,,,Y,
22.73,Defects in Materials,12,2017-2018,Y,,,
22.74,Radiation Damage and Effects in Nuclear Materials,12,,Y,,,
22.75,Properties of Solid Surfaces,12,,,,Y,
22.78,Principles of Nuclear Chemical Engineering and Waste Management,12,2018-2019,,,Y,
22.811,Sustainable Energy,12,,Y,,,
22.812,Managing Nuclear Technology,12,,,,Y,
22.813,Energy Technology and Policy:  From Principles to Practice,9,,,,Y,
22.814,Nuclear Weapons and International Security,12,2017-2018,Y,,,
22.90,Nuclear Science and Engineering Laboratory,12,,Y,,,
22.901,Independent Project in Nuclear Science and Engineering,,,Y,,Y,Y
22.911,Seminar in Nuclear Science and Engineering,2,,Y,,,
22.912,Seminar in Nuclear Science and Engineering,2,,,,Y,
22.921,Nuclear Power Plant Dynamics and Control,3,,,Y,,
22.93,Teaching Experience in Nuclear Science & Engineering,,,Y,,Y,Y
22.94,Research in Nuclear Science and Engineering,,,Y,,Y,Y
22.S902,Special Subject in Nuclear Science and Engineering,,,,Y,Y,
22.S903,Special Subject in Nuclear Science and Engineering,,,,Y,Y,
22.S904,Special Subject in Nuclear Science and Engineering,,,,Y,Y,
22.S905,Special Subject in Nuclear Science and Engineering,,,,Y,Y,
22.THG,Graduate Thesis,,,Y,Y,Y,Y
24.00,Problems of Philosophy,12,,,,Y,
24.01,Classics of Western Philosophy,12,,Y,,,
24.02,Moral Problems and the Good Life,12,,Y,,,
24.03,Good Food: The Ethics and Politics of Food,12,2017-2018,,,Y,
24.04,Justice,12,,,,Y,
24.05,Philosophy of Religion,12,,,,Y,
24.06,Bioethics,12,2017-2018,,,Y,
24.07,The Ethics of Climate Change,12,,,,Y,
24.08,Philosophical Issues in Brain Science,12,,Y,,,
24.09,Minds and Machines,12,2017-2018,,,Y,
24.111,Philosophy of Quantum Mechanics,12,2017-2018,,,Y,
24.112,Space, Time, and Relativity,12,2017-2018,,,Y,
24.115,Philosophy and Time,12,2017-2018,Y,,,
24.118,Paradox and Infinity,12,,,,Y,
24.120,Moral Psychology,12,,,,Y,
24.130,Philosophy and the Arts,12,,Y,,,
24.200,Ancient Philosophy,12,,Y,,,
24.201,Topics in the History of Philosophy,12,,Y,,Y,
24.211,Theory of Knowledge,12,,,,Y,
24.215,Topics in the Philosophy of Science,12,2017-2018,,,Y,
24.221,Metaphysics,12,,Y,,,
24.222,Decisions, Games and Rational Choice,12,2017-2018,,,Y,
24.230,Meta-ethics,12,2017-2018,Y,,,
24.231,Ethics,12,,,,Y,
24.235,Philosophy of Law,12,2017-2018,,,Y,
24.236,Topics in Social Theory and Practice,12,,,,Y,
24.237,Feminist Thought,12,,Y,,,
24.241,Logic I,12,,Y,,,
24.242,Logic II,12,2017-2018,,,Y,
24.243,Classical Set Theory,12,2017-2018,,,Y,
24.244,Modal Logic,12,,Y,,,
24.245,Theory of Models,12,2017-2018,Y,,,
24.251,Introduction to Philosophy of Language,12,2017-2018,,,Y,
24.253,Philosophy of Mathematics,12,2017-2018,Y,,,
24.260,Topics in Philosophy,12,,Y,,,
24.280,Foundations of Probability,12,,,,Y,
24.292,Independent Study: Philosophy,,,Y,,,
24.293,Independent Study: Philosophy,,,,,Y,
24.S00,Special Subject: Philosophy,12,,Y,,Y,
24.S20,Special Subject: Philosophy,12,,Y,,Y,
24.UR,Undergraduate Research,,,Y,Y,Y,Y
24.URG,Undergraduate Research,,,Y,Y,Y,Y
24.191,Being, Thinking, Doing (or Not): Ethics in Your Life,2,,,,Y,
24.192,Language, Information, and Power,2,,Y,,,
24.400,Proseminar in Philosophy I,24,,,,,
24.401,Proseminar in Philosophy II,24,,,,Y,
24.410,Topics in the History of Philosophy,12,,,,Y,
24.420,Ancient Philosophy,12,,Y,,,
24.500,Topics in Philosophy of Mind,12,,,,Y,
24.501,Problems in Metaphysics,12,,Y,,,
24.502,Topics in Metaphysics and Ethics,12,2017-2018,Y,,,
24.503,Topics in Philosophy of Religion,12,2017-2018,Y,,,
24.601,Topics in Moral Philosophy,12,,,,Y,
24.602,Topics in the Philosophy of Agency,12,,,,Y,
24.611,Political Philosophy,12,2018-2019,Y,,,
24.635,Topics in Critical Social Theory,12,,,,Y,
24.636,Topics in Social Theory and Practice,12,,,,Y,
24.637,Feminist Thought,12,,Y,,,
24.711,Topics in Philosophical Logic,12,2017-2018,,,Y,
24.729,Topics in Philosophy of Language,12,,Y,,,
24.805,Topics in Theory of Knowledge,12,,,,Y,
24.810,Topics in Philosophy of Science,12,2017-2018,Y,,,
24.891,Independent Study: Philosophy,,,Y,,Y,Y
24.892,Independent Study: Philosophy,,,Y,,Y,Y
24.893,Dissertation Workshop,3,,Y,,Y,
24.THG,Graduate Thesis,,,Y,Y,Y,Y
24.S40,Special Seminar: Philosophy,12,,Y,,Y,
24.S41,Special Seminar: Philosophy,12,,Y,Y,,Y
24.900,Introduction to Linguistics,12,,Y,,,
24.9000,How Language Works,12,,,,Y,
24.901,Language and Its Structure I: Phonology,12,,Y,,,
24.902,Language and Its Structure II: Syntax,12,,Y,,,
24.903,Language and Its Structure III: Semantics and Pragmatics,12,,,,Y,
24.904,Language Acquisition,12,,,,Y,
24.905,Laboratory in Psycholinguistics,12,,,,Y,
24.906,The Linguistic Study of Bilingualism,12,,Y,,,
24.907,Abnormal Language,12,,Y,,,
24.908,Creole Languages and Caribbean Identities,12,,,,Y,
24.909,Field Methods in Linguistics,12,2017-2018,,,Y,
24.910,Advanced Topics in Linguistic Analysis,12,2017-2018,,,Y,
24.912,Black Matters:  Introduction to Black Studies,12,,,,Y,
24.913,Language and Technology,12,2017-2018,Y,,,
24.914,Language Variation and Change,12,2017-2018,,,Y,
24.915,Linguistic Phonetics,12,,,,Y,
24.916,Old English and Beowulf,12,,,,Y,
24.918,Workshop in Linguistic Research,12,,,,Y,
24.919,Independent Study: Linguistics,,,Y,,Y,Y
24.S90,Special Subject: Linguistics,12,,Y,,Y,
24.921,Independent Study: Linguistics,,,Y,,Y,Y
24.922,Independent Study: Linguistics,,,Y,,Y,Y
24.931,Language and Its Structure I: Phonology,12,,Y,,,
24.932,Language and Its Structure II: Syntax,12,,Y,,,
24.933,Language and Its Structure III: Semantics and Pragmatics,12,,,,Y,
24.942,Topics in the Grammar of a Less Familiar Language,12,,,,Y,
24.943,Syntax of a Language (Family),12,2017-2018,Y,,,
24.946,Linguistic Theory and Japanese Language,9,,Y,,,
24.947,Language Disorders in Children,12,2017-2018,,,Y,
24.948,Linguistic Theory and Second and Third Language Acquisition in Children and Adults,9,2017-2018,,,Y,
24.949,Language Acquisition I,9,,Y,,,
24.951,Introduction to Syntax,12,,Y,,,
24.952,Advanced Syntax,12,,,,Y,
24.954,Pragmatics in Linguistic Theory,12,,,,Y,
24.955,More Advanced Syntax,12,2017-2018,,,Y,
24.956,Topics in Syntax,12,,Y,,Y,
24.960,Syntactic Models,12,2017-2018,Y,,,
24.961,Introduction to Phonology,12,,Y,,,
24.962,Advanced Phonology,12,,,,Y,
24.963,Linguistic Phonetics,12,,,,Y,
24.964,Topics in Phonology,12,,Y,,Y,
24.965,Morphology,12,,Y,,,
24.966,Laboratory on the Physiology, Acoustics, and Perception of Speech,12,,,,Y,
24.967,Topics in Experimental Phonology,12,2017-2018,Y,,,
24.970,Introduction to Semantics,12,,Y,,,
24.973,Advanced Semantics,12,,,,Y,
24.979,Topics in Semantics,12,,Y,,Y,
24.981,Topics in Computational Phonology,12,2017-2018,,,Y,
24.991,Workshop in Linguistics,12,,Y,,Y,
