Subject Id,Subject Title,Total Units,Not Offered Year,Is Offered Fall Term,Is Offered Iap,Is Offered Spring Term,Is Offered Summer Term
7.434,Topics in Zooplankton Biology,6,,Y,,Y,
7.435,Topics in Benthic Biology,6,,Y,,Y,
7.436,Topics in Phytoplankton Biology,6,,Y,,Y,
7.437,Topics in Molecular Biological Oceanography,6,,Y,,Y,
7.438,Topics in the Behavior of Marine Animals,6,,Y,,Y,
7.439,Topics in Marine Microbiology,6,,Y,,Y,
7.440,An Introduction to Mathematical Ecology,12,2017-2018,,,Y,
7.470,Biological Oceanography,12,,,,Y,
7.491,Research in Biological Oceanography,,,Y,,Y,Y
7.492,Methods and Problems in Microbiology,12,,Y,,,
7.493,Microbial Genetics and Evolution,12,,Y,,,
7.494,Research Problems in Microbiology,,,Y,,Y,Y
7.498,Teaching Experience in Microbiology,,,Y,,Y,
7.499,Research Rotations in Microbiology,,,Y,,Y,
7.MTHG,Microbiology Graduate Thesis,,,Y,Y,Y,Y
7.50,Method and Logic in Molecular Biology,12,,Y,,,
7.51,Principles of Biochemical Analysis,12,,Y,,,
7.52,Genetics for Graduate Students,12,,Y,,,
7.540,Frontiers in Chemical Biology,6,,Y,,,
7.546,Science and Business of Biotechnology,9,,,,Y,
7.547,Principles and Practice of Drug Development,9,,Y,,,
7.548,Advances in Biomanufacturing,3,,Y,,Y,
7.549,Case Studies and Strategies in Drug Discovery and Development,6,,,,Y,
7.55,Case Studies in Modern Experimental Design,9,,,,Y,
7.57,Quantitative Biology for Graduate Students,12,,,,Y,
7.58,Molecular Biology,12,,,,Y,
7.59,Teaching College-Level Science and Engineering,2,,Y,,,
7.60,Cell Biology: Structure and Functions of the Nucleus,12,,,,Y,
7.61,Eukaryotic Cell Biology: Principles and Practice,12,,Y,,,
7.62,Microbial Physiology,12,,Y,,,
7.63,Immunology,12,2017-2018,Y,,,
7.64,Molecular Mechanisms, Pathology and Therapy of Human Neuromuscular Disorders,12,,,,Y,
7.65,Molecular and Cellular Neuroscience Core I,12,,Y,,,
7.66,Molecular Basis of Infectious Disease,12,,,,Y,
7.67,Genetic Methods in Neurobiology,9,,,,Y,
7.68,Molecular and Cellular Neuroscience Core II,12,,,,Y,
7.69,Developmental Neurobiology,12,2017-2018,,,Y,
7.70,Regulation of Gene Expression,12,,,,Y,
7.71,Structural and Biophysical Analysis of Biological Macromolecules,12,,,,Y,
7.72,Principles and Frontiers of Developmental Biology,12,2017-2018,Y,,,
7.73,Principles of Chemical Biology,12,,,,Y,
7.74,Topics in Biophysics and Physical Biology,2,,Y,,,
7.76,Topics in Macromolecular Structure and Function,9,,,,Y,
7.77,Nucleic Acids, Structure, Function, Evolution and Their Interactions with Proteins,12,2017-2018,,,Y,
7.80,Biological Chemistry II,12,,,,Y,
7.81,Systems Biology,12,,Y,,,
7.82,Topics of Mammalian Development and Genetics,3,,,,Y,
7.85,The Hallmarks of Cancer,12,,Y,,,
7.87,Protein Folding and Misfolding in Biology,9,,,,Y,
7.89,Topics in Computational and Systems Biology,12,,Y,,,
7.930,Research Experience in Biopharma,12,,Y,,,
7.931,Independent Study in Biology,,,Y,,Y,
7.932,Independent Study in Biology,,,Y,,Y,
7.933,Research Rotations in Biology,,,Y,,Y,
7.934,Teaching Experience in Biology,,,Y,,Y,
7.935,Responsible Conduct in Biology,,,Y,,,
7.941,Research Problems,,,Y,,,Y
7.942,Research Problems,,,,,Y,
7.95,Cancer Biology,12,,,,Y,
7.98,Neural Plasticity in Learning and Memory,9,,,,Y,
7.S930,Special Subject in Biology,,,Y,,Y,Y
7.S931,Special Subject in Biology,,,Y,,Y,Y
7.S932,Special Subject in Biology,,,Y,Y,Y,
7.S939,Special Subject in Biology,,,Y,Y,Y,
7.THG,Graduate Biology Thesis,,,Y,Y,Y,Y
8.01,Physics I,12,,Y,Y,,
8.011,Physics I,12,,,,Y,
8.012,Physics I,12,,Y,,,
8.01L,Physics I,12,,Y,Y,,
8.02,Physics II,12,,Y,,Y,
8.021,Physics II,12,,Y,,,
8.022,Physics II,12,,Y,,Y,
8.03,Physics III,12,,Y,,Y,
8.033,Relativity,12,,Y,,,
8.04,Quantum Physics I,12,,,,Y,
8.S04,Special Subject:  Quantum Physics I,12,,Y,,,
8.044,Statistical Physics I,12,,,,Y,
8.05,Quantum Physics II,12,,Y,,,
8.051,Quantum Physics II,12,,,,Y,
8.06,Quantum Physics III,12,,,,Y,
8.07,Electromagnetism II,12,,Y,,,
8.08,Statistical Physics II,12,,,,Y,
8.09,Classical Mechanics III,12,,Y,,,
8.13,Experimental Physics I,18,,Y,,Y,
8.14,Experimental Physics II,18,,,,Y,
8.18,Research Problems in Undergraduate Physics,,,Y,Y,Y,Y
8.19,Readings in Physics,,,Y,Y,Y,Y
8.20,Introduction to Special Relativity,9,,,Y,,
8.21,Physics of Energy,12,,,,Y,
8.223,Classical Mechanics II,6,,,Y,,
8.224,Exploring Black Holes: General Relativity and Astrophysics,12,,,,Y,
8.225,Einstein, Oppenheimer, Feynman: Physics in the 20th Century,12,2017-2018,,,Y,
8.226,Forty-three Orders of Magnitude,12,2017-2018,,,Y,
8.231,Physics of Solids I,12,,Y,,,
8.241,Introduction to Biological Physics,12,,,,Y,
8.251,String Theory for Undergraduates,12,2017-2018,,,Y,
8.276,Nuclear and Particle Physics,12,2017-2018,,,Y,
8.277,Introduction to Particle Accelerators,,2017-2018,Y,Y,Y,
8.282,Introduction to Astronomy,9,,,,Y,
8.284,Modern Astrophysics,12,,,,Y,
8.286,The Early Universe,12,2017-2018,Y,,,
8.287,Observational Techniques of Optical Astronomy,15,,Y,,,
8.290,Extrasolar Planets: Physics and Detection Techniques,12,,Y,,,
8.292,Fluid Physics,12,2017-2018,,,Y,
8.295,Practical Work Experience,1,,Y,Y,Y,Y
8.297,Physics of the 21st Century,12,,,,Y,
8.298,Selected Topics in Physics,,,Y,Y,Y,Y
8.299,Physics Teaching,,,Y,,Y,
8.S10,Special Subject: Physics,,,,,Y,
8.S30,Special Subject:  Physics,,,,Y,,
8.S50,Special Subject:  Physics,,,,,Y,
8.UR,Undergraduate Research,,,Y,Y,Y,Y
8.THU,Undergraduate Physics Thesis,,,Y,Y,Y,Y
8.309,Classical Mechanics III,12,,Y,,,
8.311,Electromagnetic Theory I,12,,,,Y,
8.315,Mathematical Methods in Nanophotonics,12,2018-2019,,,Y,
8.321,Quantum Theory I,12,,Y,,,
8.322,Quantum Theory II,12,2018-2019,,,Y,
8.323,Relativistic Quantum Field Theory I,12,,,,Y,
8.324,Relativistic Quantum Field Theory II,12,,,,,
8.325,Relativistic Quantum Field Theory III,12,,,,Y,
8.333,Statistical Mechanics I,12,,Y,,,
8.334,Statistical Mechanics II,12,2017-2018,,,Y,
8.351,Classical Mechanics: A Computational Approach,12,2017-2018,Y,,,
8.361,Quantum Theory of Many-Particle Systems,12,,Y,,,
8.370,Quantum Computation,12,,Y,,,
8.371,Quantum Information Science,12,,,,Y,
8.381,Selected Topics in Theoretical Physics,12,,Y,,Y,
8.382,Selected Topics in Theoretical Physics,12,,Y,,Y,
8.391,Pre-Thesis Research,,,Y,,,
8.392,Pre-Thesis Research,,,,,Y,Y
8.395,Teaching College-Level Science and Engineering,2,,Y,,,
8.398,Selected Topics in Graduate Physics,,,Y,Y,Y,
8.399,Physics Teaching,,,Y,,Y,
8.421,Atomic and Optical Physics I,12,2018-2019,,,Y,
8.422,Atomic and Optical Physics II,12,2017-2018,,,Y,
8.431,Nonlinear Optics,12,,,,Y,
8.481,Selected Topics in Physics of Atoms and Radiation,12,,Y,,Y,
8.482,Selected Topics in Physics of Atoms and Radiation,12,,Y,,Y,
8.511,Theory of Solids I,12,,,,,
8.512,Theory of Solids II,12,,,,Y,
8.513,Many-Body Theory for Condensed Matter Systems,12,2018-2019,Y,,,
8.514,Strongly Correlated Systems in Condensed Matter Physics,12,2017-2018,,,Y,
8.581,Selected Topics in Condensed Matter Physics,12,,Y,,Y,
8.582,Selected Topics in Condensed Matter Physics,12,,Y,,Y,
8.590,Topics in Biophysics and Physical Biology,2,,Y,,,
8.591,Systems Biology,12,,Y,,,
8.592,Statistical Physics in Biology,12,2018-2019,,,Y,
8.593,Biological Physics,12,2018-2019,,,Y,
8.613,Introduction to Plasma Physics I,12,,,,,
8.614,Introduction to Plasma Physics II,12,2017-2018,,,Y,
8.624,Plasma Waves,12,2017-2018,,,Y,
8.641,Physics of High-Energy Plasmas I,12,,Y,,,
8.642,Physics of High-Energy Plasmas II,12,,Y,,,
8.681,Selected Topics in Fluid and Plasma Physics,12,,Y,,Y,
8.682,Selected Topics in Fluid and Plasma Physics,12,,Y,,Y,
8.701,Introduction to Nuclear and Particle Physics,12,,Y,,,
8.711,Nuclear Physics,12,,,,Y,
8.712,Advanced Topics in Nuclear Physics,12,,Y,,Y,
8.781,Selected Topics in Nuclear Theory,12,,Y,,Y,
8.782,Selected Topics in Nuclear Theory,12,,Y,,Y,
8.811,Particle Physics,12,,Y,,,
8.812,Graduate Experimental Physics,12,,,Y,,
8.821,String Theory,12,2017-2018,Y,,,
8.831,Supersymmetric Quantum Field Theories,12,2017-2018,,,Y,
8.841,Electroweak Interactions,12,2017-2018,,,Y,
8.851,Effective Field Theory,12,2017-2018,,,Y,
8.861,Advanced Topics in Superfluidity,12,,Y,,,
8.871,Selected Topics in Theoretical Particle Physics,12,2017-2018,Y,,Y,
8.872,Selected Topics in Theoretical Particle Physics,12,2017-2018,Y,,Y,
8.881,Selected Topics in Experimental Particle Physics,12,,Y,,Y,
8.882,Selected Topics in Experimental Particle Physics,12,,Y,,Y,
8.901,Astrophysics I,12,,,,Y,
8.902,Astrophysics II,12,,Y,,,
8.913,Plasma Astrophysics I,12,,Y,,,
8.914,Plasma Astrophysics II,12,,,,Y,
8.921,Stellar Structure and Evolution,12,,,,Y,
8.942,Cosmology,12,2017-2018,Y,,,
8.952,Particle Physics of the Early Universe,12,2017-2018,,,Y,
8.962,General Relativity,12,,,,Y,
8.971,Astrophysics Seminar,2,,Y,,Y,
8.972,Astrophysics Seminar,2,,Y,,Y,
8.981,Selected Topics in Astrophysics,3,2018-2019,,,Y,
8.982,Selected Topics in Astrophysics,3,2018-2019,,,Y,
8.995,Practical Work Experience,,,Y,Y,Y,Y
8.S301,Special Subject: Physics,,,,,Y,
8.S421,Special Subject:  Physics,,2017-2018,Y,,,
8.THG,Graduate Physics Thesis,,,Y,Y,Y,Y
9.00,Introduction to Psychological Science,12,,,,Y,
9.01,Introduction to Neuroscience,12,,Y,,,
9.011,Systems Neuroscience,18,,Y,,,
9.012,Cognitive Science,18,,,,Y,
9.013,Molecular and Cellular Neuroscience Core II,12,,,,,
9.014,Quantitative Methods and Computational Models in Neurosciences,12,,Y,,,
9.015,Molecular and Cellular Neuroscience Core I,12,,Y,,,
9.016,Acoustics, Production and Perception of Speech,12,,Y,,,
9.021,Cellular Neurophysiology and Computing,12,,Y,,,
9.04,Sensory Systems,12,2017-2018,,,Y,
9.07,Statistics for Brain and Cognitive Science,12,,Y,,,
9.073,Statistics for Neuroscience Research,12,2017-2018,,,Y,
9.09,Cellular and Molecular Neurobiology,12,,,,Y,
9.10,Cognitive Neuroscience,12,2017-2018,,,Y,
9.11,The Human Brain,12,,,,Y,
9.110,Nonlinear Control,12,,,,Y,
9.12,Experimental Molecular Neurobiology,12,,,,Y,
9.123,Neurotechnology in Action,12,,,,Y,
9.14,Brain Structure and its Origins,12,,,,Y,
9.15,Neural Circuits, Neuromodulatory, and Neuroendocrine Systems,12,,Y,,,
9.16,Cellular and Synaptic Neurophysiology,12,,Y,,,
9.160,Cellular and Synaptic Neurophysiology,12,,Y,,,
9.17,Systems Neuroscience Laboratory,12,,Y,,,
9.175,Robotics,12,2017-2018,,,Y,
9.18,Developmental Neurobiology,12,2017-2018,,,Y,
9.181,Developmental Neurobiology,12,2017-2018,,,Y,
9.19,Computational Psycholinguistics,12,,,,Y,
9.190,Computational Psycholinguistics,12,,,,Y,
9.20,Animal Behavior,12,2017-2018,Y,,,
9.21,Cellular Neurophysiology and Computing,12,,Y,,,
9.24,Disorders and Diseases of the Nervous System,12,,,,Y,
9.26,Principles and Applications of Genetic Engineering for Biotechnology and Neuroscience,12,,,,Y,
9.272,Topics in Neural Signal Processing,12,2018-2019,,,Y,
9.28,Current Topics in Developmental Neurobiology,9,2017-2018,,,Y,
9.285,Audition: Neural Mechanisms, Perception and Cognition,12,,,,Y,
9.301,Neural Plasticity in Learning and Memory,9,,,,Y,
9.31,Neurobiology of Learning and Memory,12,,Y,,,
9.32,Genes, Circuits, and Behavior,12,,,,Y,
9.322,Genetic Methods in Neurobiology,9,,,,Y,
9.33,Your Brain: A User's Guide,12,,Y,,,
9.34,Biomechanics and Neural Control of Movement,12,,,,Y,
9.35,Perceptual Systems,12,,,,Y,
9.357,Current Topics in Perception,9,,,,Y,
9.40,Introduction to Neural Computation,12,,,,Y,
9.41,Research and Communication in Neuroscience and Cognitive Science,18,,Y,,,
9.42,The Brain and Its Interface with the Body,12,,,,Y,
9.422,Principles of Neuroengineering,12,,Y,,,
9.455,Revolutionary Ventures: How to Invent and Deploy Transformative Technologies,9,,Y,,,
9.46,Neuroscience of Morality,12,,Y,,,
9.48,Philosophical Issues in Brain Science,12,,Y,,,
9.50,Research in Brain and Cognitive Sciences,12,,Y,,Y,
9.520,Statistical Learning Theory and Applications,12,,Y,,,
9.523,Aspects of a Computational Theory of Intelligence,12,,Y,,,
9.54,Computational Aspects of Biological Learning,12,,Y,,,
9.56,Abnormal Language,12,,Y,,,
9.583,Functional Magnetic Resonance Imaging: Data Acquisition and Analysis,12,2018-2019,Y,,,
9.59,Laboratory in Psycholinguistics,12,,,,Y,
9.60,Machine-Motivated Human Vision,12,,,,Y,
9.601,Language Acquisition I,9,,Y,,,
9.611,Natural Language and the Computer Representation of Knowledge,12,,,,Y,
9.63,Laboratory in Visual Cognition,12,2017-2018,Y,,,
9.65,Cognitive Processes,12,,,,Y,
9.66,Computational Cognitive Science,12,,,,,
9.660,Computational Cognitive Science,12,,Y,,,
9.71,Functional MRI Investigations of the Human Brain,12,,Y,,,
9.77,Computational Perception,12,,,,Y,
9.822,Psychology and Economics,12,,,,Y,
9.85,Infant and Early Childhood Cognition,12,,Y,,,
9.901,Responsible Conduct in Science,1,,,Y,,
9.91,Independent Study in Brain and Cognitive Sciences,,,Y,Y,Y,
9.919,Teaching Brain and Cognitive Sciences,,,Y,,Y,
9.921,Research in Brain and Cognitive Sciences,,,Y,,Y,Y
9.941,Graduate Thesis Proposal,,,Y,,Y,Y
9.95,Research Topics in Neuroscience,1,,,Y,,
9.97,Introduction to Neuroanatomy,1,,,Y,,
9.S51,Special Subject in Brain and Cognitive Sciences,,,,,,
9.S52,Special Subject in Brain and Cognitive Sciences,,,,,,
9.S911,Special Subject in Brain and Cognitive Sciences,,,Y,,,
9.S912,Special Subject in Brain and Cognitive Sciences,,,,,Y,
9.S913,Special Subject in Brain and Cognitive Sciences,,,,,Y,
9.S914,Special Subject in Brain and Cognitive Sciences,,,,,Y,
9.S915,Special Subject in Brain and Cognitive Sciences,,,Y,,,
9.S916,Special Subject in Brain and Cognitive Sciences,,,Y,,,
9.S917,Special Subject in Brain and Cognitive Sciences,,,Y,,,
9.S918,Special Subject in Brain and Cognitive Sciences,,,,,Y,
9.S92,Special Subject in Brain and Cognitive Sciences,,,Y,Y,Y,
9.S93,Special Subject in Brain and Cognitive Sciences,,,,Y,,
9.S94,Special Subject in Brain and Cognitive Sciences,,,,Y,,
9.S95,Special Subject in Brain and Cognitive Sciences,,,,Y,,
9.S96,Special Subject in Brain and Cognitive Sciences,,,,Y,,
9.S97,Special Subject in Brain and Cognitive Sciences,,,,Y,,
9.S98,Special Subject in Brain and Cognitive Sciences,,,,Y,,
9.S99,Special Subject in Brain and Cognitive Sciences,,,,Y,,
9.THG,Graduate Thesis,,,Y,Y,Y,Y
9.UR,Undergraduate Research,,,Y,Y,Y,Y
9.URG,Undergraduate Research,,,Y,Y,Y,Y
10.00,Molecule Builders,9,,,,Y,
10.01,Ethics for Engineers,6,,Y,,Y,
10.02,Foundations of Entrepreneurship for Engineers,12,,,,Y,
10.03,Advances in Biomanufacturing,1,,,,Y,
10.04,A Philosophical History of Energy,12,,,,Y,
10.05,Foundational Analyses of Problems in Energy and the Environment,12,,Y,,Y,
10.06,Advanced Topics in Ethics for Engineers,6,,Y,,Y,
10.10,Introduction to Chemical Engineering,12,,Y,,Y,
10.213,Chemical and Biological Engineering Thermodynamics,12,,,,Y,
10.22,Molecular Engineering,12,,,,Y,
10.25,Industrial Chemistry and Chemical Process Pathways,9,,Y,,,
10.26,Chemical Engineering Projects Laboratory,15,,,,Y,
10.27,Energy Engineering Projects Laboratory,15,,,,Y,
10.28,Chemical-Biological Engineering Laboratory,15,,Y,,,
10.28L,Chemical-Biological Engineering Laboratory,15,,,Y,Y,
10.29,Biological Engineering Projects Laboratory,15,,,,Y,
10.291,Introduction to Sustainable Energy,12,,Y,,,
10.301,Fluid Mechanics,12,,,,Y,
10.302,Transport Processes,12,,Y,,,
10.31,Nanoscale Energy Transport Processes,12,,Y,,,
10.32,Separation Processes,6,,,,Y,
10.333,Introduction to Modeling and Simulation,12,,,,Y,
10.34,Numerical Methods Applied to Chemical Engineering,9,,Y,,,
10.345,Fundamentals of Metabolic and Biochemical Engineering: Applications to Biomanufacturing,12,,,,Y,
10.37,Chemical Kinetics and Reactor Design,9,,,,Y,
10.390,Fundamentals of Advanced Energy Conversion,12,2017-2018,,,Y,
10.391,Sustainable Energy,12,,Y,,,
10.392,Fundamentals of Advanced Energy Conversion,12,2017-2018,,,Y,
10.40,Chemical Engineering Thermodynamics,12,,Y,,,
10.407,Funding Strategies for Startups,6,,,,Y,
10.424,Pharmaceutical Engineering,9,2018-2019,Y,,,
10.426,Electrochemical Energy Systems,12,,,,Y,
10.43,Introduction to Interfacial Phenomena,9,2017-2018,,,Y,
10.437,Computational Chemistry,12,,Y,,,
10.441,Molecular and Engineering Aspects of Biotechnology,12,,,,Y,
10.443,Future Medicine: Drug Delivery, Therapeutics, and Diagnostics,9,2017-2018,,,Y,
10.450,Process Dynamics, Operations, and Control,9,,,,Y,
10.466,Structure of Soft Matter,9,2017-2018,Y,,,
10.467,Polymer Science Laboratory,15,,Y,,,
10.489,Concepts in Modern Heterogeneous Catalysis,9,,,,Y,
10.490,Integrated Chemical Engineering I,8,,Y,,,
10.491,Integrated Chemical Engineering II,8,,,,Y,
10.492,Integrated Chemical Engineering Topics I,4,,,,,
10.493,Integrated Chemical Engineering Topics II,4,,,Y,,
10.494,Integrated Chemical Engineering Topics III,4,,,,Y,
10.495,Molecular Design and Bioprocess Development of Immunotherapies,9,,,,Y,
10.50,Analysis of Transport Phenomena,12,,Y,,,
10.51,Nanoscale Energy Transport Processes,12,,Y,,,
10.52,Mechanics of Fluids,9,,Y,,,
10.524,Pharmaceutical Engineering,9,2018-2019,Y,,,
10.53,Advances in Biomanufacturing,3,,Y,,Y,
10.531,Macromolecular Hydrodynamics,9,2018-2019,,,Y,
10.536,Thermal Hydraulics in Power Technology,12,2018-2019,Y,,,
10.537,Molecular, Cellular, and Tissue Biomechanics,12,2017-2018,Y,,,
10.538,Principles of Molecular Bioengineering,12,,Y,,,
10.539,Fields, Forces, and Flows in Biological Systems,12,,Y,,,
10.540,Intracellular Dynamics,12,2017-2018,,,Y,
10.542,Biochemical Engineering,9,2017-2018,,,Y,
10.544,Metabolic and Cell Engineering,12,,Y,,Y,
10.545,Fundamentals of Metabolic and Biochemical Engineering: Applications to Biomanufacturing,12,,,,Y,
10.546,Statistical Thermodynamics,12,,Y,,,
10.547,Principles and Practice of Drug Development,9,,Y,,,
10.548,Tumor Microenvironment and Transport Phenomena: A Systems Biology Approach,6,2018-2019,Y,,,
10.55,Colloid and Surfactant Science,9,,Y,,,
10.551,Systems Engineering,9,,,,Y,
10.552,Advanced Systems Engineering,9,,Y,,,
10.555,Bioinformatics: Principles, Methods and Applications,12,2017-2018,,,Y,
10.557,Mixed-integer and Nonconvex Optimization,12,,,,Y,
10.56,Advanced Topics in Surfactant Science,9,2017-2018,,,Y,
10.560,Structure and Properties of Polymers,9,,,,Y,
10.562,Pioneering Technologies for Interrogating Complex Biological Systems,12,,,,Y,
10.566,Structure of Soft Matter,9,2017-2018,Y,,,
10.568,Physical Chemistry of Polymers,9,,Y,,Y,
10.569,Synthesis of Polymers,9,,,,Y,
10.571,Atmospheric Physics and Chemistry,12,,,,Y,
10.579,Energy Technology and Policy:  From Principles to Practice,9,,,,Y,
10.580,Solid-State Surface Science,9,,Y,,,
10.585,Engineering Nanotechnology,12,,Y,,,
10.586,Crystallization Science and Technology,9,2017-2018,Y,,,
10.591,Case Studies in Bioengineering,9,,Y,,,
10.595,Molecular Design and Bioprocess Development of Immunotherapies,9,,,,Y,
10.606,Visual Strategies for Scientists and Engineers,3,,,,Y,
10.625,Electrochemical Energy Conversion and Storage: Fundamentals, Materials and Applications,12,2017-2018,Y,,,
10.626,Electrochemical Energy Systems,12,,,,Y,
10.631,Structural Theories of Polymer Fluid Mechanics,9,,,,Y,
10.637,Quantum Chemical Simulation,12,,Y,,,
10.643,Future Medicine: Drug Delivery, Therapeutics, and Diagnostics,9,2017-2018,,,Y,
10.644,Frontiers in Therapeutics and Drug Delivery,9,,Y,,,
10.65,Chemical Reactor Engineering,12,,,,Y,
10.652,Kinetics of Chemical Reactions,9,2017-2018,Y,,,
10.668,Statistical Mechanics of Polymers,12,2017-2018,Y,,,
10.677,Topics in Applied Microfluidics,9,,Y,,,
